0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444787, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444787, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.444786, 0.135168, 0.135169, -0.933515, -0.933516, -0.933516, -0.933516, -0.933516, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.912759, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, -0.820703, 0.564827, 0.564826, 0.564826, 0.564827, 0.564827, 0.564827, 0.564826, 0.564827, 0.564826, 0.564826, 0.564827, 0.564826, 0.564827, -0.0329888, -0.0329891, -0.961301, -0.961301, -0.744056, -0.744057, -0.744056, -0.744056, -0.744056, -0.744056, -0.744057, -0.744056, -0.744057, -0.744056, -0.744057, -0.744056, -0.744057, -0.744056, -0.744056, -0.744057, -0.744056, -0.744056, -0.744057, -0.744056, -0.744057, -0.744057, -0.744056, -0.744057, -0.744056, -0.744056, -0.744057, -0.744057, -0.744056, -0.744056, -0.744057, -0.744057, -0.744057, -0.744056, -0.744057, -0.744057, -0.744057, -0.744057, -0.744057, -0.744056, -0.744057, -0.744056, -0.744057, -0.744057, -0.744056, -0.744057, -0.744057, -0.744056, -0.744057, -0.744056, -0.744057, -0.744056, -0.744057, -0.744057, -0.744056, -0.744057, -0.744056, -0.744057, -0.744056, -0.744056, -0.744056, -0.744057, -0.744056, -0.744057, -0.744057, -0.744056, -0.744057, -0.744057, -0.744057, -0.744056, -0.744057, -0.744057, -0.744057, -0.744057, -0.744057, -0.744057, -0.744057, -0.138285, -0.138286, -0.138285, -0.138285, -0.138285, -0.138285, -0.138285, -0.138285, -0.138285, -0.138285, -0.138285, -0.138286, -0.138285, -0.138285, -0.138285, 0.91843, 0.918431, 0.91843, 0.918431, 0.918431, 0.91843, 0.91843, 0.91843, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523687, -0.523686, -0.523685, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523687, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523687, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523687, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686
-0.523686, -0.523686, -0.523687, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523686, -0.523687, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -0.187671, -0.187671, -0.187671, -0.187671, -0.187671, -0.187672, -0.187671, -0.997482, -0.997482, -0.997482, -0.997482, -0.997482, -0.997482, -0.997482, -0.997482, -0.997482, -0.997482, -0.997482, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998357, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998358, -0.998357, -0.998358, -0.998357, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775547, -0.775546, -0.775547, -0.775547, -0.775547, -0.775547, -0.775546, -0.775547, -0.775547, -0.41639, -0.41639, -0.416391, -0.41639, -0.41639, -0.41639, -0.41639, -0.41639, -0.999968, -0.999968, -0.999968, -0.999968, -0.999968, -0.999968, -0.999968, -0.999968, -0.999968, -0.999968, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998999, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.998998, -0.71863, -0.71863, -0.71863, -0.71863, -0.718629, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, -0.71863, 0.469696, 0.469697, 0.469697, 0.469697, 0.469697, 0.469696, 0.469697, 0.469697, 0.469697, 0.469696, 0.469696, 0.469696, 0.469696, 0.469696, 0.469697, 0.469696, 0.469697, 0.469697, 0.469696, 0.469696, 0.469697, 0.469696, 0.469697, 0.469697, 0.469696, 0.469697, 0.469697, 0.469696, 0.469697, 0.469696, 0.469696, 0.469697, 0.469697, 0.469697, 0.469697, 0.469697, 0.469696
0.469697, -0.704735, -0.704735, -0.704734, -0.704735, -0.704735, -0.704735, -0.704735, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.934092, 0.999896, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.999998, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.99995, 0.999675, 0.999675, 0.999674, 0.999675, 0.999675, 0.999675, 0.999675, 0.999675, 0.999675, 0.999675, 0.999675, 0.999674, 0.999675, 0.999675, 0.999674, 0.999675, 0.999675, 0.999675, 0.999675, 0.999674, 0.999675, 0.999674, 0.999675, 0.999674, 0.999675, 0.999675, 0.999675, 0.999674, 0.999675, 0.999675, 0.999674, 0.999675, 0.999674, 0.999675, 0.999675, 0.999674, 0.999674, 0.999674, 0.999674, 0.999674, 0.999675, 0.999675, 0.999675, 0.999674, 0.999675, 0.999675, 0.999675, 0.999675, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, 0.830265, -0.260421, -0.260421, -0.260421, -0.260421, -0.260421, -0.260422, -0.260422, -0.260421, -0.260421, -0.260422, -0.260422, -0.260421, -0.260421, -0.260421, -0.260421, -0.260421, -0.260422, -0.260422, -0.260421, -0.260421, -0.260421, -0.260421, -0.260421, -0.260422, -0.260421, -0.260421, -0.260422, -0.260421, -0.260421, -0.260421, -0.260421, -0.260421, -0.260422, -0.260421, -0.260421, -0.260422, -0.260422
-0.260422, 0.820536, 0.820537, 0.820537, 0.820537, 0.820537, 0.820537, 0.820537, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.877033, -0.877032, -0.877032, -0.877032, -0.877032, -0.877032, -0.737902, -0.737902, -0.998334, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999773, -0.999774, -0.999773, -0.999773, -0.999773, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999994, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, -0.999806, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124364, 0.124364, 0.124364, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124364, 0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124364, 0.124363, 0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.124363, 0.124364, 0.124364, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.124364
0.124363, 0.124364, 0.124363, 0.124363, 0.124363, 0.998182, 0.998183, 0.998182, 0.998183, 0.998183, 0.998183, 0.998183, 0.998182, 0.998183, 0.998183, 0.998182, 0.998182, 0.998183, 0.998183, 0.998183, 0.998182, 0.998183, 0.998183, 0.998182, 0.998183, 0.998183, 0.998183, 0.998183, 0.992869, 0.992868, 0.992869, 0.992868, 0.992868, 0.992869, 0.992869, 0.992869, 0.992868, 0.992868, 0.992869, 0.992869, 0.992868, 0.992869, 0.992869, 0.992869, 0.992869, 0.992869, 0.992869, 0.992869, 0.992869, 0.992868, 0.992869, 0.992869, 0.992869, 0.992869, 0.992869, 0.992869, 0.992868, 0.992869, 0.992869, 0.992869, 0.992868, 0.992869, 0.992868, 0.992869, 0.992869, 0.992869, 0.992869, 0.992869, 0.992869, 0.992868, 0.992869, 0.992868, 0.992869, 0.992869, 0.992869, 0.992869, 0.992869, 0.999587, 0.999587, 0.999587, 0.999908, 0.999908, 0.999908, 0.999908, 0.999908, 0.999908, 0.999908, 0.999908, 0.999908, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.986187, 0.908706, 0.908706, 0.908705, 0.908705, 0.908705, 0.908705, 0.908706, 0.908705, 0.908706, 0.908705, 0.908706, 0.908705, 0.908705, 0.908706, 0.908706, 0.908705, 0.967154, 0.967154, 0.967154, 0.967154, 0.967154, 0.967154, -0.549953, -0.549953, -0.549953, -0.549953, -0.549953, -0.549953, -0.549953, -0.549954, -0.549953, -0.549953, -0.549953, -0.549953, -0.549953, -0.549953, -0.549953, -0.549953, -0.549953, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 0.999054, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 0.999991, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999982, 0.999982, 0.999982, 0.999982, 0.999982, 0.999982, 0.999982, 0.999982, 0.999982, 0.999982
0.999982, 0.997181, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997181, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997182, 0.997181, 0.997182, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.999996, 0.999996, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, 0.997948, -0.164953, -0.164953, -0.164953, -0.164953, -0.164953, -0.164953, -0.164953, -0.164953, -0.164953, -0.164953, -0.164953, 0.671206, 0.671206, 0.671206, 0.671206, 0.671206, 0.671206, 0.671206, 0.671206, 0.671206, 0.671206, 0.671206, 0.671206, 0.671205, 0.671206, 0.671206, 0.671206, 0.671206, 0.671207, 0.671206, 0.671206, 0.671206, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, 0.998984, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231736, -0.231738, -0.231737, -0.231738, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231736, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231736, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231736, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737, -0.231737
-0.231737, 0.663404, 0.663404, 0.663404, 0.663404, 0.663404, 0.663404, 0.663404, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, 0.907737, -0.57665, -0.576651, -0.57665, -0.57665, -0.57665, -0.57665, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.501116, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702748, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702748, -0.70275, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.702749, -0.501798, -0.501797, -0.501797, -0.501797, -0.501797, -0.501797, -0.501798, -0.501797, -0.501797, -0.501797, -0.501798, -0.501797, -0.501798, -0.501797, -0.501797, -0.501797, -0.501798, -0.501797, -0.501797, -0.501798, -0.501797, -0.501797, -0.501798, -0.501798, -0.501798, -0.501797, -0.501797, -0.501798, -0.501797, -0.501797, -0.501797, -0.501798, -0.501798, -0.501797, -0.501798, -0.501797, -0.501797, -0.501797, -0.501797, -0.501797, -0.501797, -0.501797, -0.501798, -0.501797, -0.501797, -0.501797, -0.501797, -0.501797, -0.501798, -0.501797, -0.501797, -0.501798, -0.501798, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.937866, -0.999755, -0.999755, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112
-0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.982112, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998068, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.998753, -0.918966, -0.918966, -0.860061, -0.860061, -0.860061, -0.860061, -0.860061, -0.860061, -0.86006, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.817611, 0.666964, 0.666964, 0.666964, 0.666964, 0.666964, 0.666964, 0.666964, 0.666964, 0.666965, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.983037, 0.999992, 0.999991, 0.999992, 0.999992, 0.999992, 0.999992, 0.999991, 0.999992, 0.999992, 0.999992, 0.999991, 0.999992, 0.999992, 0.999992, 0.999992, 0.999992, 0.999992, 0.999992, 0.999992, 0.999992, 0.999992, 0.999991, 0.999992, 0.999992, 0.999992, 0.999992, 0.999992, 0.999992, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889112, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113, 0.889113
